"","flgs","flgs_number","proto","proto_number","sport","dport","pkts","bytes","state","state_number","dur","mean","stddev","sum","min","max","spkts","dpkts","sbytes","dbytes","rate","srate","drate","TnBPSrcIP","TnBPDstIP","TnP_PSrcIP","TnP_PDstIP","TnP_PerProto","TnP_Per_Dport","AR_P_Proto_P_SrcIP","AR_P_Proto_P_DstIP","N_IN_Conn_P_DstIP","N_IN_Conn_P_SrcIP","AR_P_Proto_P_Sport","AR_P_Proto_P_Dport","Pkts_P_State_P_Protocol_P_DestIP","Pkts_P_State_P_Protocol_P_SrcIP","attack","category","subcategory"
"3580809","e",1,"tcp",1,36256,2557,2,120,"RST",1,0.000109,0.000109,0,0.000109,0.000109,0.000109,1,1,60,60,9174.311523,0,0,12000,12000,200,200,200,2,22588.7,22588.7,100,100,22588.7,18348.6,200,200,1,"Reconnaissance","OS_Fingerprint"
"3616352","e",1,"tcp",1,38206,3306,13,1113,"FIN",6,0.199248,0.199248,0,0.199248,0.199248,0.199248,7,6,532,581,60.226452,30.113226,25.094355,27825,111300,325,1300,1300,1300,65.6135,65.5831,100,25,65.2453,65.5831,1300,325,1,"Reconnaissance","Service_Scan"
"3625463","e",1,"tcp",1,2290,561,2,120,"RST",1,0.000607,0.000607,0,0.000607,0.000607,0.000607,1,1,60,60,1647.446411,0,0,12660,12660,211,211,211,2,41.2035,41.2035,100,100,41.2035,3294.89,204,204,1,"Reconnaissance","Service_Scan"
"3666106","e",1,"tcp",1,42052,3283,2,120,"RST",1,0.003276,0.003276,0,0.003276,0.003276,0.003276,1,1,60,60,305.250305,0,0,11880,11880,198,198,198,2,704.83,704.83,100,100,704.83,610.501,196,196,1,"Reconnaissance","Service_Scan"
"3594086","e",1,"tcp",1,55499,2105,2,120,"RST",1,0.000412,0.000412,0,0.000412,0.000412,0.000412,1,1,60,60,2427.18457,0,0,12060,12060,201,201,201,2,3301.58,3301.58,100,100,3301.58,4854.37,200,200,1,"Reconnaissance","OS_Fingerprint"
"3644451","e",1,"tcp",1,42724,32783,2,134,"RST",1,4.4e-05,4.4e-05,0,4.4e-05,4.4e-05,4.4e-05,1,1,74,60,22727.273438,0,0,13400,13400,200,200,200,2,82135.5,82135.5,100,100,45454.5,45454.5,200,200,1,"Reconnaissance","Service_Scan"
"3619093","e",1,"tcp",1,39574,3306,13,1113,"FIN",6,0.198348,0.198348,0,0.198348,0.198348,0.198348,7,6,532,581,60.499729,30.249865,25.20822,27825,111300,325,1300,1300,1300,65.5601,65.5271,100,25,65.5414,65.5271,1300,325,1,"Reconnaissance","Service_Scan"
"3630257","e s",2,"tcp",1,1216,71,4,240,"RST",1,0.006295,0.006295,0,0.006295,0.006295,0.006295,2,2,120,120,476.568695,158.856232,158.856232,24000,24000,400,400,400,4,632.108,632.108,100,100,632.108,635.425,400,400,1,"Reconnaissance","Service_Scan"
"3578049","e",1,"tcp",1,46997,3017,2,120,"RST",1,7.4e-05,7.4e-05,0,7.4e-05,7.4e-05,7.4e-05,1,1,60,60,13513.512695,0,0,12000,12000,200,200,200,2,15256.7,15256.7,100,100,15256.7,27027,200,200,1,"Reconnaissance","OS_Fingerprint"
"3619977","e",1,"tcp",1,2851,1,2,120,"RST",1,3.1e-05,3.1e-05,0,3.1e-05,3.1e-05,3.1e-05,1,1,60,60,32258.064453,0,0,3840,11640,64,194,200,194,18963,26710.7,97,32,64516.1,26710.7,194,64,1,"Reconnaissance","Service_Scan"
"3615704","e",1,"tcp",1,37880,3306,13,1113,"FIN",6,0.19831,0.19831,0,0.19831,0.19831,0.19831,7,6,532,581,60.511318,30.255659,25.213051,27825,111300,325,1300,1300,1300,65.4791,65.5323,100,25,65.5539,65.5323,1300,325,1,"Reconnaissance","Service_Scan"
"3614626","e",1,"tcp",1,53402,25,18,1794,"FIN",6,0.564179,0.564179,0,0.564179,0.564179,0.564179,11,7,854,940,30.13228,17.724871,10.634923,637697,1163024,950,2280,2280,191,92.2841,71.3302,100,35,31.9048,36.9856,2189,950,1,"Reconnaissance","Service_Scan"
"3596038","e",1,"tcp",1,36663,5810,2,120,"RST",1,4.2e-05,4.2e-05,0,4.2e-05,4.2e-05,4.2e-05,1,1,60,60,23809.523438,0,0,12000,12000,200,200,200,2,50000,50000,100,100,50000,47619,200,200,1,"Reconnaissance","Service_Scan"
"3581299","e",1,"tcp",1,36256,4,2,120,"RST",1,1.4e-05,1.4e-05,0,1.4e-05,1.4e-05,1.4e-05,1,1,60,60,71428.570312,0,0,12000,12000,200,200,200,2,5741.68,5741.68,100,100,5741.68,142857,200,200,1,"Reconnaissance","OS_Fingerprint"
"3647860","e",1,"tcp",1,46040,255,2,134,"RST",1,0.000254,0.000254,0,0.000254,0.000254,0.000254,1,1,74,60,3937.007568,0,0,9782,13548,146,202,202,2,8395.63,98.6963,100,73,7874.02,7874.02,202,146,1,"Reconnaissance","Service_Scan"
"3597993","e",1,"tcp",1,50919,3369,2,120,"RST",1,0.000346,0.000346,0,0.000346,0.000346,0.000346,1,1,60,60,2890.173584,0,0,12000,12000,200,200,200,2,12503.1,12503.1,100,100,12503.1,5780.35,200,200,1,"Reconnaissance","Service_Scan"
"3654115","e",1,"tcp",1,54776,259,2,120,"RST",1,0.000929,0.000929,0,0.000929,0.000929,0.000929,1,1,60,60,1076.42627,0,0,12000,12000,200,200,200,2,931.025,931.025,100,100,931.025,2152.85,200,200,1,"Reconnaissance","Service_Scan"
"3633810","e",1,"tcp",1,51456,10082,2,120,"RST",1,0.000804,0.000804,0,0.000804,0.000804,0.000804,1,1,60,60,1243.781128,0,0,11820,11820,197,197,197,2,786.179,786.179,100,100,786.179,2487.56,194,194,1,"Reconnaissance","Service_Scan"
"3607856","eU",6,"udp",3,35096,20762,1,60,"INT",4,7.3e-05,7.3e-05,0,7.3e-05,7.3e-05,7.3e-05,1,0,60,0,0,0,0,900,3540,15,59,59,1,16910.9,20212.4,59,15,13698.6,13698.6,59,15,1,"Reconnaissance","Service_Scan"
"3659055","eU",6,"udp",3,41434,2345,1,60,"INT",4,0.000194,0.000194,0,0.000194,0.000194,0.000194,1,0,60,0,0,0,0,1140,4470,19,74,74,2,8098.89,8725.39,74,19,5722.46,10309.3,74,19,1,"Reconnaissance","Service_Scan"
"3658109","e",1,"udp",3,35226,31365,1,60,"INT",4,0,0,0,0,0,0,1,0,60,0,0,0,0,1200,4620,20,77,77,2,7233.27,7244.33,77,20,7533.9,11363.6,77,20,1,"Reconnaissance","Service_Scan"
"3591968","e",1,"tcp",1,33423,54328,2,120,"RST",1,0.001214,0.001214,0,0.001214,0.001214,0.001214,1,1,60,60,823.723206,0,0,12120,12120,202,202,202,2,2439.44,2439.44,100,100,2439.44,1647.45,202,202,1,"Reconnaissance","OS_Fingerprint"
"3601134","e",1,"udp",3,36529,1045,1,60,"INT",4,0,0,0,0,0,0,1,0,60,0,0,0,0,900,3486,15,58,58,2,32467.5,25294.4,58,15,33846.2,54054.1,58,15,1,"Reconnaissance","Service_Scan"
"3615409","e",1,"tcp",1,46522,3306,13,1113,"FIN",6,0.199007,0.199007,0,0.199007,0.199007,0.199007,7,6,532,581,60.299385,30.149693,25.124744,27825,111300,325,1300,1300,1300,65.4259,65.4585,100,25,65.3243,65.4585,1300,325,1,"Reconnaissance","Service_Scan"
"3581512","e",1,"tcp",1,59730,21,3,208,"RST",1,0.000106,0.000106,0,0.000106,0.000106,0.000106,2,1,134,74,18867.923828,9433.961914,0,14860,31222,138,233,267,56,139.923,85.5638,45,28,28301.9,55.6337,52,31,1,"Reconnaissance","OS_Fingerprint"
"3577291","e",1,"udp",3,44615,53,2,937,"CON",2,0.165992,0.165992,0,0.165992,0.165992,0.165992,1,1,91,846,6.024386,0,0,463674,1874,1962,4,78955,129,14.9164,12.0502,2,29,12.0488,0.322581,4,56,0,"Normal","Normal"
"3664721","e",1,"tcp",1,61890,8002,2,120,"RST",1,0.000998,0.000998,0,0.000998,0.000998,0.000998,1,1,60,60,1002.003967,0,0,12000,12000,200,200,200,2,1428.53,1428.53,100,100,1428.53,2004.01,200,200,1,"Reconnaissance","Service_Scan"
"3620110","e",1,"tcp",1,2895,1,2,120,"RST",1,0.003177,0.003177,0,0.003177,0.003177,0.003177,1,1,60,60,314.76236,0,0,4080,12000,68,200,200,200,5106.64,10132.7,100,34,629.525,10132.7,200,68,1,"Reconnaissance","Service_Scan"
"3665735","e",1,"tcp",1,42052,8254,2,120,"RST",1,0.000473,0.000473,0,0.000473,0.000473,0.000473,1,1,60,60,2114.165039,0,0,12000,12000,200,200,200,2,6286.34,6286.34,100,100,6286.34,4228.33,200,200,1,"Reconnaissance","Service_Scan"
"3610199","e",1,"tcp",1,62819,1149,2,120,"RST",1,4.3e-05,4.3e-05,0,4.3e-05,4.3e-05,4.3e-05,1,1,60,60,23255.814453,0,0,12000,12000,200,200,200,2,13076.2,13076.2,100,100,13076.2,46511.6,200,200,1,"Reconnaissance","Service_Scan"
"3580105","e",1,"tcp",1,49203,3546,2,120,"RST",1,5.3e-05,5.3e-05,0,5.3e-05,5.3e-05,5.3e-05,1,1,60,60,18867.923828,0,0,12000,12000,200,200,200,2,16484,16484,100,100,16484,37735.8,200,200,1,"Reconnaissance","OS_Fingerprint"
"3613508","e",1,"tcp",1,51005,481,2,120,"RST",1,0.002419,0.002419,0,0.002419,0.002419,0.002419,1,1,60,60,413.393951,0,0,12000,12000,200,200,200,2,3189.64,3189.64,100,100,3189.64,826.788,200,200,1,"Reconnaissance","Service_Scan"
"3652163","e",1,"tcp",1,40209,3920,2,120,"RST",1,0.00442,0.00442,0,0.00442,0.00442,0.00442,1,1,60,60,226.244339,0,0,11760,11760,196,196,196,2,472.973,472.973,100,100,472.973,452.489,192,192,1,"Reconnaissance","Service_Scan"
"3628524","e",1,"tcp",1,59768,500,2,120,"RST",1,0.003547,0.003547,0,0.003547,0.003547,0.003547,1,1,60,60,281.928375,0,0,11700,11700,195,195,195,2,1127.73,1127.73,100,100,1127.73,563.857,190,190,1,"Reconnaissance","Service_Scan"
"3596731","e",1,"tcp",1,62169,1075,2,120,"RST",1,0.000175,0.000175,0,0.000175,0.000175,0.000175,1,1,60,60,5714.286133,0,0,12060,12060,201,201,201,2,21238.4,21238.4,100,100,21238.4,11428.6,201,201,1,"Reconnaissance","Service_Scan"
"3650824","e",1,"tcp",1,36917,199,2,120,"RST",1,0.00013,0.00013,0,0.00013,0.00013,0.00013,1,1,60,60,7692.307617,0,0,11400,12070,190,200,200,2,3825.48,3711.88,100,95,3825.48,15384.6,200,190,1,"Reconnaissance","Service_Scan"
"3643203","e",1,"tcp",1,43334,5200,2,134,"RST",1,1.3e-05,1.3e-05,0,1.3e-05,1.3e-05,1.3e-05,1,1,74,60,76923.078125,0,0,11938,11938,178,178,202,2,58265.1,58265.1,88,88,153846,153846,178,178,1,"Reconnaissance","Service_Scan"
"3611834","e",1,"tcp",1,37508,7106,2,120,"RST",1,7e-05,7e-05,0,7e-05,7e-05,7e-05,1,1,60,60,14285.713867,0,0,12000,12000,200,200,200,2,32284.1,32284.1,100,100,32284.1,28571.4,200,200,1,"Reconnaissance","Service_Scan"
"3614097","e",1,"tcp",1,52734,110,16,1238,"FIN",6,0.507942,0.507942,0,0.507942,0.507942,0.507942,9,7,700,538,29.53093,15.749829,11.812372,156020,376185,377,1551,1551,182,57.2985,30.3192,100,19,31.4997,42.1368,1394,342,1,"Reconnaissance","Service_Scan"
"3595180","e",1,"tcp",1,59438,1062,2,120,"RST",1,5.4e-05,5.4e-05,0,5.4e-05,5.4e-05,5.4e-05,1,1,60,60,18518.517578,0,0,12000,12000,200,200,200,2,26666.7,26666.7,100,100,26666.7,37037,200,200,1,"Reconnaissance","OS_Fingerprint"
"3609360","e",1,"tcp",1,62819,667,2,120,"RST",1,8.2e-05,8.2e-05,0,8.2e-05,8.2e-05,8.2e-05,1,1,60,60,12195.12207,0,0,12000,12000,200,200,200,2,12530.5,12530.5,100,100,12530.5,24390.2,200,200,1,"Reconnaissance","Service_Scan"
"3614907","e",1,"tcp",1,34600,3306,13,1113,"FIN",6,0.197661,0.197661,0,0.197661,0.197661,0.197661,7,6,532,581,60.710003,30.355001,25.295835,28763,148362,297,1331,1331,1079,14.97,8.88232,100,23,65.7692,65.3605,1331,297,1,"Reconnaissance","Service_Scan"
"3664998","e",1,"tcp",1,61890,32769,2,120,"RST",1,0.003049,0.003049,0,0.003049,0.003049,0.003049,1,1,60,60,327.976379,0,0,11940,11940,199,199,199,2,823.942,823.942,100,100,823.942,655.953,198,198,1,"Reconnaissance","Service_Scan"
"3592228","e",1,"tcp",1,33423,6567,2,120,"RST",1,0.000298,0.000298,0,0.000298,0.000298,0.000298,1,1,60,60,3355.70459,0,0,12180,12180,203,203,203,2,2281.64,2281.64,100,100,2281.64,6711.41,203,203,1,"Reconnaissance","OS_Fingerprint"
"3586865","e",1,"tcp",1,33844,119,1,60,"REQ",3,0,0,0,0,0,0,1,0,60,0,0,0,0,8400,8700,140,145,145,1,19144,19586.7,100,97,19144,0,55,54,1,"Reconnaissance","OS_Fingerprint"
"3593356","e",1,"tcp",1,35886,1052,2,120,"RST",1,0.000497,0.000497,0,0.000497,0.000497,0.000497,1,1,60,60,2012.072388,0,0,12120,12120,202,202,202,2,2916.71,2916.71,100,100,2916.71,4024.14,202,202,1,"Reconnaissance","OS_Fingerprint"
"3583668","e",1,"tcp",1,41707,1236,2,120,"RST",1,0.003732,0.003732,0,0.003732,0.003732,0.003732,1,1,60,60,267.95285,0,0,11940,11940,199,199,199,2,625.159,625.159,100,100,625.159,535.906,198,198,1,"Reconnaissance","OS_Fingerprint"
"3617165","e",1,"tcp",1,47404,3306,13,1113,"FIN",6,0.197793,0.197793,0,0.197793,0.197793,0.197793,7,6,532,581,60.669487,30.334743,25.278952,28938,111300,338,1300,1300,1300,65.6097,62.9508,100,26,65.7253,62.9508,1300,338,1,"Reconnaissance","Service_Scan"
"3617373","e",1,"tcp",1,47508,3306,13,1113,"FIN",6,0.197914,0.197914,0,0.197914,0.197914,0.197914,7,6,532,581,60.632393,30.316196,25.263498,27825,111300,325,1300,1300,1300,65.5183,65.5602,100,25,65.6851,65.5602,1300,325,1,"Reconnaissance","Service_Scan"
"3579152","e",1,"tcp",1,51137,7920,2,120,"RST",1,0.000149,0.000149,0,0.000149,0.000149,0.000149,1,1,60,60,6711.40918,0,0,12000,12000,200,200,200,2,9326.18,9326.18,100,100,9326.18,13422.8,200,200,1,"Reconnaissance","OS_Fingerprint"
"3610500","e",1,"tcp",1,55267,19315,2,120,"RST",1,0.000175,0.000175,0,0.000175,0.000175,0.000175,1,1,60,60,5714.286133,0,0,12000,12000,200,200,200,2,9646.92,9646.92,100,100,9646.92,11428.6,200,200,1,"Reconnaissance","Service_Scan"
"3640754","eU",6,"udp",3,49313,20679,1,60,"INT",4,0.000179,0.000179,0,0.000179,0.000179,0.000179,1,0,60,0,0,0,0,900,3420,15,57,57,1,8527.57,7757.21,57,15,10073.3,5586.59,57,15,1,"Reconnaissance","Service_Scan"
"3664213","e",1,"tcp",1,33626,992,2,120,"RST",1,0.00087,0.00087,0,0.00087,0.00087,0.00087,1,1,60,60,1149.425293,0,0,12000,12000,200,200,200,2,1082.94,1082.94,100,100,1082.94,2298.85,200,200,1,"Reconnaissance","Service_Scan"
"3588122","e",1,"tcp",1,64088,2126,2,120,"RST",1,2.8e-05,2.8e-05,0,2.8e-05,2.8e-05,2.8e-05,1,1,60,60,35714.285156,0,0,2760,12000,46,200,200,2,46138.4,26198.6,100,23,46138.4,71428.6,200,46,1,"Reconnaissance","OS_Fingerprint"
"3614840","e",1,"tcp",1,37462,3306,13,1113,"FIN",6,0.198494,0.198494,0,0.198494,0.198494,0.198494,7,6,532,581,60.455227,30.227613,25.189678,30724,139539,309,1350,1350,1105,12.3085,15.4531,100,24,65.4932,65.4538,1343,302,1,"Reconnaissance","Service_Scan"
"3625905","e",1,"tcp",1,1822,15,3,180,"RST",1,0.008846,0.008846,0,0.008846,0.008846,0.008846,2,1,120,60,226.090897,113.045448,0,18000,18000,300,300,300,3,350.919,350.919,100,100,350.919,339.136,300,300,1,"Reconnaissance","Service_Scan"
"3631965","e",1,"tcp",1,2456,789,2,120,"RST",1,0.00322,0.00322,0,0.00322,0.00322,0.00322,1,1,60,60,310.55899,0,0,12000,12000,200,200,200,2,682.862,682.862,100,100,682.862,621.118,200,200,1,"Reconnaissance","Service_Scan"
"3582504","e",1,"tcp",1,33223,555,2,120,"RST",1,1.004559,1.004559,0,1.004559,1.004559,1.004559,1,1,60,60,0.995462,0,0,10620,11820,177,197,197,4,7.997,8.88442,100,90,3.693,3.87665,194,174,1,"Reconnaissance","OS_Fingerprint"
"3657961","e",1,"udp",3,43758,6050,1,60,"INT",4,0,0,0,0,0,0,1,0,60,0,0,0,0,1140,4440,19,74,74,1,7498.03,7911.05,74,19,8139.53,0,74,19,1,"Reconnaissance","Service_Scan"
"3634870","e",1,"tcp",1,56972,9009,2,120,"RST",1,0.000878,0.000878,0,0.000878,0.000878,0.000878,1,1,60,60,1138.952148,0,0,12000,12000,200,200,200,2,887.024,887.024,100,100,887.024,2277.9,200,200,1,"Reconnaissance","Service_Scan"
"3657666","eU",6,"udp",3,44350,21282,1,60,"INT",4,0.000215,0.000215,0,0.000215,0.000215,0.000215,1,0,60,0,0,0,0,1140,4500,19,75,75,1,7943.14,7769.61,75,19,8610.09,4651.16,75,19,1,"Reconnaissance","Service_Scan"
"3660832","eU",6,"udp",3,43758,1000,1,60,"INT",4,0.000184,0.000184,0,0.000184,0.000184,0.000184,1,0,60,0,0,0,0,912,3516,15,58,58,1,6530.26,8576.08,58,15,7724.72,5434.78,58,15,1,"Reconnaissance","Service_Scan"
"3577363","e",1,"udp",3,20844,53,2,936,"CON",2,0.280742,0.280742,0,0.280742,0.280742,0.280742,1,1,91,845,3.56199,0,0,48697,1872,190,4,142,122,9.49326,7.12689,2,74,7.12398,9.49326,4,122,0,"Normal","Normal"
"3623324","e",1,"tcp",1,3585,1,2,120,"RST",1,6.2e-05,6.2e-05,0,6.2e-05,6.2e-05,6.2e-05,1,1,60,60,16129.032227,0,0,3960,11880,66,198,200,198,28858.8,36303.6,99,33,32258.1,36303.6,198,66,1,"Reconnaissance","Service_Scan"
"3664511","e",1,"tcp",1,33626,1126,2,120,"RST",1,0.000993,0.000993,0,0.000993,0.000993,0.000993,1,1,60,60,1007.049377,0,0,11280,11280,188,188,198,2,16.7865,16.7865,95,95,11.5114,2014.1,186,186,1,"Reconnaissance","Service_Scan"
"3637434","eU",6,"udp",3,49315,57843,1,60,"INT",4,0.000195,0.000195,0,0.000195,0.000195,0.000195,1,0,60,0,0,0,0,1560,6780,26,113,63,2,24029.6,19378.7,88,26,22842.6,10256.4,63,26,1,"Reconnaissance","Service_Scan"
"3621640","e",1,"tcp",1,3405,1,2,120,"RST",1,6.9e-05,6.9e-05,0,6.9e-05,6.9e-05,6.9e-05,1,1,60,60,14492.75293,0,0,3960,11880,66,198,200,198,50190.1,31523.6,99,33,28985.5,31523.6,198,66,1,"Reconnaissance","Service_Scan"
"3657402","eU",6,"udp",3,44350,27899,1,60,"INT",4,0.00015,0.00015,0,0.00015,0.00015,0.00015,1,0,60,0,0,0,0,1146,4422,19,73,73,1,8221.55,6864.13,73,19,9059.23,6666.67,73,19,1,"Reconnaissance","Service_Scan"
"3630741","e",1,"tcp",1,1216,613,2,120,"RST",1,0.001516,0.001516,0,0.001516,0.001516,0.001516,1,1,60,60,659.630615,0,0,12840,12840,214,214,214,2,1415.27,1415.27,100,100,1415.27,1319.26,214,214,1,"Reconnaissance","Service_Scan"
"3611804","e",1,"tcp",1,37508,50500,2,120,"RST",1,8.1e-05,8.1e-05,0,8.1e-05,8.1e-05,8.1e-05,1,1,60,60,12345.679688,0,0,12000,12000,200,200,200,2,32284.1,32284.1,100,100,32284.1,24691.4,200,200,1,"Reconnaissance","Service_Scan"
"3588909","e",1,"tcp",1,44670,5221,2,120,"RST",1,4.5e-05,4.5e-05,0,4.5e-05,4.5e-05,4.5e-05,1,1,60,60,22222.222656,0,0,3000,12060,50,201,201,2,43516.1,35263.2,100,25,43516.1,44444.4,201,50,1,"Reconnaissance","OS_Fingerprint"
"3648263","e",1,"tcp",1,40978,981,2,134,"RST",1,0.000568,0.000568,0,0.000568,0.000568,0.000568,1,1,74,60,1760.563354,0,0,13844,13844,206,206,206,2,33.4745,33.4745,100,100,3521.13,3521.13,206,206,1,"Reconnaissance","Service_Scan"
"3654274","e",1,"tcp",1,54776,2998,2,120,"RST",1,0.003719,0.003719,0,0.003719,0.003719,0.003719,1,1,60,60,268.889496,0,0,11700,11700,195,195,195,2,652.956,652.956,100,100,652.956,537.779,190,190,1,"Reconnaissance","Service_Scan"
"3596827","e",1,"tcp",1,62169,8701,2,120,"RST",1,1.3e-05,1.3e-05,0,1.3e-05,1.3e-05,1.3e-05,1,1,60,60,76923.078125,0,0,12000,12000,200,200,200,2,105876,105876,100,100,105876,153846,200,200,1,"Reconnaissance","Service_Scan"
"3646463","e",1,"tcp",1,60541,20000,2,120,"RST",1,0.000128,0.000128,0,0.000128,0.000128,0.000128,1,1,60,60,7812.5,0,0,12000,12000,200,200,200,2,16323.9,16323.9,100,100,16323.9,15625,200,200,1,"Reconnaissance","Service_Scan"
"3615046","e",1,"tcp",1,37554,3306,13,1113,"FIN",6,0.202527,0.202527,0,0.202527,0.202527,0.202527,7,6,532,581,59.251358,29.625679,24.688066,34699,147653,333,1404,1404,1118,9.27391,9.7691,100,24,64.189,65.5019,1404,333,1,"Reconnaissance","Service_Scan"
"3667206","e",1,"tcp",1,64482,50002,2,120,"RST",1,0.003641,0.003641,0,0.003641,0.003641,0.003641,1,1,60,60,274.649811,0,0,11940,11940,199,199,199,2,782.101,782.101,100,100,782.101,549.3,198,198,1,"Reconnaissance","Service_Scan"
"3610799","e",1,"tcp",1,55267,49155,2,120,"RST",1,6.7e-05,6.7e-05,0,6.7e-05,6.7e-05,6.7e-05,1,1,60,60,14925.373047,0,0,12060,12060,201,201,201,2,23363.9,23363.9,100,100,23363.9,29850.7,201,201,1,"Reconnaissance","Service_Scan"
"3667454","e",1,"tcp",1,64482,9103,2,120,"RST",1,0.003972,0.003972,0,0.003972,0.003972,0.003972,1,1,60,60,251.762344,0,0,11820,11820,197,197,197,2,696.416,696.416,100,100,696.416,503.525,194,194,1,"Reconnaissance","Service_Scan"
"3598377","e",1,"tcp",1,51614,90,2,120,"RST",1,8e-05,8e-05,0,8e-05,8e-05,8e-05,1,1,60,60,12500,0,0,12660,12660,211,211,211,2,14517.7,14517.7,100,100,14517.7,25000,211,211,1,"Reconnaissance","Service_Scan"
"3633609","e",1,"tcp",1,51456,1032,2,120,"RST",1,0.003281,0.003281,0,0.003281,0.003281,0.003281,1,1,60,60,304.785126,0,0,11760,11760,196,196,196,2,706.854,706.854,100,100,706.854,609.57,192,192,1,"Reconnaissance","Service_Scan"
"3653205","e",1,"tcp",1,46794,9929,2,120,"RST",1,0.003177,0.003177,0,0.003177,0.003177,0.003177,1,1,60,60,314.76236,0,0,12000,12000,200,200,200,2,1352.22,1352.22,100,100,1352.22,629.525,200,200,1,"Reconnaissance","Service_Scan"
"3643044","e",1,"tcp",1,53268,6009,2,134,"RST",1,5.7e-05,5.7e-05,0,5.7e-05,5.7e-05,5.7e-05,1,1,74,60,17543.859375,0,0,12194,12194,182,182,200,2,50276.2,50276.2,91,91,35087.7,35087.7,182,182,1,"Reconnaissance","Service_Scan"
"3654212","e",1,"tcp",1,54776,1090,2,120,"RST",1,0.003316,0.003316,0,0.003316,0.003316,0.003316,1,1,60,60,301.568146,0,0,11700,11700,195,195,195,2,652.956,652.956,100,100,652.956,603.136,190,190,1,"Reconnaissance","Service_Scan"
"3600330","e",1,"udp",3,36529,37144,1,60,"INT",4,0,0,0,0,0,0,1,0,60,0,0,0,0,840,3502,14,58,58,2,25594.2,23615.6,58,14,26253,37735.8,58,14,1,"Reconnaissance","Service_Scan"
"3620406","e",1,"tcp",1,1937,1,2,120,"RST",1,0.000104,0.000104,0,0.000104,0.000104,0.000104,1,1,60,60,9615.384766,0,0,3960,11880,66,198,200,198,28658.3,35947.7,99,33,19230.8,35947.7,198,66,1,"Reconnaissance","Service_Scan"
"3610584","e",1,"tcp",1,55267,1094,2,120,"RST",1,9e-05,9e-05,0,9e-05,9e-05,9e-05,1,1,60,60,11111.111328,0,0,12000,12000,200,200,200,2,19596.3,19596.3,100,100,19596.3,22222.2,200,200,1,"Reconnaissance","Service_Scan"
"3606213","e",1,"udp",3,35008,31335,1,60,"INT",4,0,0,0,0,0,0,1,0,60,0,0,0,0,902,3464,15,57,57,2,16741.1,18924.3,57,15,17488.1,25641,57,15,1,"Reconnaissance","Service_Scan"
"3654703","e",1,"tcp",1,54776,5190,2,120,"RST",1,0.004299,0.004299,0,0.004299,0.004299,0.004299,1,1,60,60,232.612244,0,0,12000,12000,200,200,200,2,631.536,631.536,100,100,631.536,465.224,200,200,1,"Reconnaissance","Service_Scan"
"3591899","e",1,"tcp",1,33423,8001,2,120,"RST",1,0.000748,0.000748,0,0.000748,0.000748,0.000748,1,1,60,60,1336.898438,0,0,12000,12000,200,200,200,2,2542.2,2542.2,100,100,2542.2,2673.8,200,200,1,"Reconnaissance","OS_Fingerprint"
"3653080","e",1,"tcp",1,46794,3324,2,120,"RST",1,0.000426,0.000426,0,0.000426,0.000426,0.000426,1,1,60,60,2347.417725,0,0,11940,11940,199,199,199,2,4198.84,4198.84,100,100,4198.84,4694.84,198,198,1,"Reconnaissance","Service_Scan"
"3601193","eU",6,"udp",3,35008,17237,1,60,"INT",4,8.1e-05,8.1e-05,0,8.1e-05,8.1e-05,8.1e-05,1,0,60,0,0,0,0,846,3486,14,58,58,1,19886.4,25294.4,58,14,20754.7,12345.7,58,14,1,"Reconnaissance","Service_Scan"
"3576939","e",1,"tcp",1,56312,443,32,6689,"FIN",6,61.740784,0.292655,0.331883,2.048587,0.15452,1.105515,18,14,2361,4328,0.502099,0.275345,0.210558,116736097,6689,118038,32,228373,72,17.9997,0.518296,1,20,0.518296,0.309227,32,72,0,"Normal","Normal"
"3664471","e",1,"tcp",1,33626,6000,2,120,"RST",1,0.003884,0.003884,0,0.003884,0.003884,0.003884,1,1,60,60,257.466522,0,0,11880,11880,198,198,198,2,665.401,665.401,100,100,665.401,514.933,196,196,1,"Reconnaissance","Service_Scan"
"3664944","e",1,"tcp",1,61890,513,2,120,"RST",1,0.003336,0.003336,0,0.003336,0.003336,0.003336,1,1,60,60,299.760193,0,0,11940,11940,199,199,199,2,823.942,823.942,100,100,823.942,599.52,198,198,1,"Reconnaissance","Service_Scan"
"3656215","eU",6,"udp",3,41433,21016,1,60,"INT",4,0.000215,0.000215,0,0.000215,0.000215,0.000215,1,0,60,0,0,0,0,1080,4260,18,71,71,2,7145.69,7853.98,71,18,7728.89,4987.53,71,18,1,"Reconnaissance","Service_Scan"
"3577694","e",1,"tcp",1,46997,7920,2,120,"RST",1,0.000695,0.000695,0,0.000695,0.000695,0.000695,1,1,60,60,1438.848877,0,0,12000,12000,200,200,200,2,10574.7,10574.7,100,100,10574.7,2877.7,200,200,1,"Reconnaissance","OS_Fingerprint"
"3596715","e",1,"tcp",1,62169,6692,2,120,"RST",1,0.000203,0.000203,0,0.000203,0.000203,0.000203,1,1,60,60,4926.108398,0,0,12060,12060,201,201,201,2,21238.4,21238.4,100,100,21238.4,9852.22,201,201,1,"Reconnaissance","Service_Scan"
"3579722","e",1,"tcp",1,49203,222,2,120,"RST",1,0.000113,0.000113,0,0.000113,0.000113,0.000113,1,1,60,60,8849.557617,0,0,12000,12000,200,200,200,2,17219.1,17219.1,100,100,17219.1,17699.1,200,200,1,"Reconnaissance","OS_Fingerprint"
